File,ChangedLines,BeforeMarkers,AfterMarkers,BeforeViet,AfterViet
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\10-ANNEX-100-Foundation-Maps-and-Control\annex-105-process-map-detailed.html",1,4,3,802,802
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\10-ANNEX-100-Foundation-Maps-and-Control\annex-106-iso9001-matrix-full.html",1,9,8,664,664
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\10-ANNEX-100-Foundation-Maps-and-Control\annex-107-audit-evidence-pack-master.html",1,10,9,305,305
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-110-dashboard-kpi-dictionary-and-data-model.html",1,10,9,1331,1331
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-111-document-writing-and-cross-reference-rules.html",1,3,2,148,148
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-112-climate-context-and-resilience-assessment.html",1,2,1,258,258
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-113-dashboard-deployment-access-and-refresh-control.html",1,4,3,1044,1044
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-114-go-live-runbook-and-cutover-control.html",1,3,2,109,109
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-115-epicor-transaction-and-interface-map.html",1,3,2,576,576
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-117-escalation-matrix-and-sla.html",1,11,10,1096,1096
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-118-offline-fallback-kit.html",1,10,9,1587,1587
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\11-ANNEX-110-Digital-Control-and-Resilience\annex-119-change-roadmap-and-priority-register.html",1,25,24,667,667
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\12-ANNEX-120-Authority-KPI-and-Deputy-Control\annex-120-authority-matrix.html",1,4,3,1116,1116
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\12-ANNEX-120-Authority-KPI-and-Deputy-Control\annex-121-raci-master-matrix.html",1,8,7,506,506
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\12-ANNEX-120-Authority-KPI-and-Deputy-Control\annex-122-kpi-cascade-dictionary.html",1,7,6,832,832
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\12-ANNEX-120-Authority-KPI-and-Deputy-Control\annex-123-deputy-backup-matrix.html",1,17,16,1270,1270
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\12-ANNEX-120-Authority-KPI-and-Deputy-Control\annex-124-dashboard-evidence-pack-worked-examples.html",1,9,8,725,725
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\13-ANNEX-130-M365-Records-Control\annex-131-m365-records-metadata-list-schema-and-register-catalog.html",1,7,6,361,361
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\13-ANNEX-130-M365-Records-Control\annex-132-m365-records-flow-approval-sharing-and-exception-control.html",1,3,2,511,511
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\13-ANNEX-130-M365-Records-Control\annex-133-m365-records-site-topology-library-and-folder-blueprint.html",1,19,18,638,638
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-100\13-ANNEX-130-M365-Records-Control\annex-134-m365-records-provisioning-permissions-and-automation-architecture.html",1,18,17,872,872
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-301-setup-sheet-and-tool-list-standard.html",1,5,4,831,831
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-300\annex-302-approved-materials-list.html",1,10,9,1034,1034
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-501-dispatch-capacity-wip-rules.html",1,4,3,1026,1026
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-502-gate-mrr-and-execution-synchronization-pack.html",15,36,10,597,617
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-503-cnc-operating-model-and-role-boundary.html",1,12,11,958,958
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-504-tier-meeting-cadence-and-escalation-standard-work.html",3,28,3,618,639
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-506-fod-prevention-program.html",1,9,8,508,508
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\05-ANNEX-500\annex-507-poka-yoke-cnc-examples.html",1,4,3,511,511
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-604-control-plan-guide.html",1,3,2,372,372
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-605-spc-lite-and-reaction-plan.html",1,3,2,385,385
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-606-surface-finish-vacuum-compatibility.html",1,15,14,1153,1153
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\06-ANNEX-600\annex-607-quality-culture-and-ethics-rules.html",1,5,4,186,186
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-701-gs1-sscc-data-dictionary-and-pack-reconciliation.html",1,1,0,390,390
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\07-ANNEX-700\annex-703-warehouse-location-fifo-rules.html",1,8,7,1320,1320
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\00-FORM-DESIGN-SYSTEM\index.html",1,3,2,148,148
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\00-FORM-DESIGN-SYSTEM\source-import-register.html",1,1,0,25,25
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\assessment-matrix.html",1,62,61,2486,2486
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\competency-assessment-guide.html",1,5,4,487,487
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\competency-framework.html",1,11,10,697,697
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\01-Framework\competency-metrics.html",1,24,23,3074,3074
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\02-C02-Process-Discipline\C02-L1.html",1,17,16,1199,1199
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L1.html",1,49,48,1734,1734
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L2.html",1,50,49,1762,1762
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L3.html",1,65,64,1672,1672
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\07-C07-Kaizen-Lean\C07-L4.html",1,50,49,1679,1679
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L1.html",1,27,26,1929,1929
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L2.html",1,30,29,1975,1975
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\11-C11-Sales-Contract-Review\C11-L3.html",1,27,26,2144,2144
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L1.html",1,23,22,1493,1493
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L2.html",1,27,26,1625,1625
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L3.html",1,54,53,1705,1705
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\12-C12-Estimating-Costing\C12-L4.html",1,38,37,1850,1850
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L1.html",1,22,21,1363,1363
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L2.html",1,23,22,1381,1381
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L3.html",1,31,30,1502,1502
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\14-C14-Drawing-GDT\C14-L4.html",1,32,31,1584,1584
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L1.html",1,25,24,1791,1791
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L2.html",1,24,23,1879,1879
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L3.html",1,41,40,1988,1988
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\16-C16-Advanced-Metrology\C16-L4.html",1,29,28,2054,2054
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18-Supply-Chain\C18-L1.html",1,5,4,606,606
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18-Supply-Chain\C18-L2.html",1,4,3,346,346
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18-Supply-Chain\C18-L3.html",1,3,2,354,354
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18-Supply-Chain\C18-L4.html",1,5,4,326,326
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\index.html",1,1,0,1,1
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Training-Content\03-Practice-Drills\index.html",1,1,0,11,11
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-engineering.html",1,5,4,152,152
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-estimating.html",1,4,3,161,161
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-finance-hr.html",1,6,5,156,156
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-hse.html",1,4,3,160,160
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-maintenance.html",1,6,5,152,152
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-planning-purchasing.html",1,4,3,153,153
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-production.html",1,5,4,146,146
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-quality.html",1,4,3,145,145
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-warehouse.html",1,4,3,139,139
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix.html",1,1,0,119,119
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C01.html",1,36,35,2061,2061
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C02.html",1,37,36,2000,2000
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C03.html",1,43,42,2099,2099
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C04.html",1,44,43,1979,1979
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C05.html",1,44,43,2150,2150
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C06.html",1,62,61,2025,2025
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C07.html",1,48,47,1964,1964
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C09.html",1,41,40,1971,1971
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C10.html",1,35,34,1930,1930
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C11.html",1,42,41,1893,1893
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C12.html",1,46,45,1901,1901
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C13.html",1,37,36,1961,1961
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C14.html",1,37,36,1974,1974
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C15.html",1,37,36,2076,2076
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C16.html",1,41,40,2049,2049
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C17.html",1,37,36,1924,1924
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C18.html",1,41,40,1850,1850
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C19.html",1,41,40,2110,2110
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cam-release-changecontrol.html",1,1,0,159,159
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cost-waste-tool-scrap.html",1,3,2,167,167
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-customer-ctq-translation.html",1,1,0,239,239
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-daily-management-tier.html",1,2,1,225,225
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-joborder-e2e.html",1,5,4,307,307
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-material-cert-specialprocess.html",1,1,0,181,181
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-ncr-capa-response.html",1,4,3,220,220
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-safety-5s-hazards.html",1,4,3,183,183
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html",1,1,0,198,198
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\index.html",1,1,0,39,39
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\index.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html",1,26,25,1851,1851
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-11.html",1,1,0,53,53
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html",1,26,25,2060,2060
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html",1,32,31,2598,2598
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-04.html",1,76,75,2087,2087
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-08.html",1,5,4,339,339
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-09.html",1,6,5,137,137
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-01-job-dossier.html",1,5,4,172,172
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html",1,3,2,124,124
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-03-inspection-measurement.html",1,3,2,135,135
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-04-ncr-capa.html",1,4,3,149,149
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-05-supplier-subcon.html",1,3,2,114,114
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-06-daily-management.html",1,6,5,128,128
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-07-training-cert.html",1,3,2,104,104
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g0-rfq-quote.html",1,4,3,147,147
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g1-contract-kickoff.html",1,4,3,164,164
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html",1,4,3,131,131
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g3-production-fai-release.html",1,4,3,123,123
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g4-final-ship-packet.html",1,4,3,155,155
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g5-closeout-billing.html",1,4,3,118,118
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\competency-metrics.html",1,2,1,79,79
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\qms-ops-map.html",1,4,3,306,306
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\role-gate-tests.html",1,3,2,379,379
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\role-roadmaps.html",1,7,6,571,571
