File,ChangedLines,BeforeMarkers,AfterMarkers,BeforeViet,AfterViet
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C15-L3.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C15-L4.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C16-L1.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C16-L2.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C16-L3.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C16-L4.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C17-L1.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C17-L2.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C17-L3.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C17-L4.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C18-L1.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C18-L2.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C18-L3.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C18-L4.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C19-L1.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C19-L2.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C19-L3.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\C19-L4.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\index.html",1,1,0,3,3
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Training-Content\03-Practice-Drills\index.html",1,1,0,11,11
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-engineering.html",1,6,5,187,187
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-estimating.html",1,5,4,195,195
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-finance-hr.html",1,9,8,195,195
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-hse.html",1,5,4,194,194
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-maintenance.html",1,7,6,188,188
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-planning-purchasing.html",1,5,4,186,186
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-production.html",1,6,5,190,190
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-quality.html",1,5,4,189,189
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-warehouse.html",1,5,4,180,180
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix.html",1,1,0,167,167
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C01.html",1,41,40,2049,2049
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C02.html",1,43,42,2081,2081
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C03.html",1,42,41,2017,2017
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C04.html",1,43,42,1972,1972
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C05.html",1,43,42,2124,2124
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C06.html",1,57,56,2022,2022
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C07.html",1,47,46,1962,1962
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C08.html",1,42,41,2012,2012
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C09.html",1,40,39,1927,1927
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C10.html",1,35,34,1890,1890
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C11.html",1,41,40,1848,1848
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C12.html",1,45,44,1879,1879
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C13.html",1,37,36,1963,1963
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C14.html",1,36,35,1967,1967
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C15.html",1,36,35,2050,2050
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C16.html",1,40,39,2034,2034
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C17.html",1,36,35,1861,1861
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C18.html",1,40,39,1838,1838
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\01-Modules\C19.html",1,40,39,2056,2056
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-cam-nc.html",1,1,0,264,264
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-operator.html",1,1,0,283,283
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-planner-dispatcher.html",1,2,1,279,279
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-purchasing.html",1,1,0,262,262
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-qa-qms.html",1,2,1,269,269
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-qc-inspector.html",1,2,1,281,281
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-setup-teamlead.html",1,1,0,269,269
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-role-warehouse-receiving.html",1,1,0,255,255
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\02-OJT-Guides\ojt-tracker.html",1,5,4,358,358
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cam-release-changecontrol.html",1,1,0,155,155
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cost-waste-tool-scrap.html",1,3,2,169,169
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-customer-ctq-translation.html",1,1,0,151,151
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-daily-management-tier.html",1,2,1,199,199
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-joborder-e2e.html",1,5,4,224,224
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-material-cert-specialprocess.html",1,1,0,177,177
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-ncr-capa-response.html",1,2,1,216,216
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-revision-ssot-60s.html",1,6,5,198,198
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-safety-5s-hazards.html",1,4,3,169,169
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html",1,1,0,176,176
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-shipping-packet-coc.html",1,3,2,180,180
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\index.html",1,1,0,1,1
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\index.html",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-01.html",1,34,32,1662,1664
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-02.html",1,26,25,1845,1845
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-04.html",4,18,13,1942,1946
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-06.html",2,24,21,2016,2018
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-07.html",2,17,14,1780,1782
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-08.html",3,24,20,1397,1400
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-09.html",1,20,19,1286,1286
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-10.html",3,24,20,1584,1587
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-11.html",1,1,0,70,70
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-12.html",3,32,28,2605,2608
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-13.html",1,25,24,1916,1916
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-14.html",1,17,16,2273,2273
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-16.html",1,34,33,2633,2633
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-17.html",1,46,45,3026,3026
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-18.html",1,13,12,2152,2152
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-20.html",3,22,18,1979,1982
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-21.html",1,26,25,1895,1895
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-22.html",1,32,31,2445,2445
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-23.html",2,23,20,1855,1857
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-24.html",2,18,15,1638,1640
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-26.html",1,18,17,1788,1788
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-27.html",3,16,12,1822,1825
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-28.html",2,13,10,1829,1831
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-01.html",2,29,26,2645,2647
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-02.html",2,44,41,2571,2573
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-03.html",1,40,38,1971,1973
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-04.html",1,78,77,2192,2192
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-05.html",2,30,27,2665,2667
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-06.html",3,63,59,2356,2359
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html",1,7,6,435,435
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-08.html",1,5,4,284,284
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-09.html",1,6,5,150,150
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-01-job-dossier.html",1,5,4,176,176
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-02-setup-fai.html",1,3,2,135,135
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-03-inspection-measurement.html",1,3,2,157,157
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-04-ncr-capa.html",1,3,2,169,169
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-05-supplier-subcon.html",1,3,2,142,142
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-06-daily-management.html",1,6,5,126,126
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-07-training-cert.html",1,3,2,130,130
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g0-rfq-quote.html",1,4,3,172,172
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g1-contract-kickoff.html",1,4,3,151,151
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g2-engineering-release.html",1,4,3,140,140
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g3-production-fai-release.html",1,4,3,144,144
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g4-final-ship-packet.html",1,4,3,154,154
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\03-MRR-Pack\mrr-g5-closeout-billing.html",1,4,3,145,145
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\certificate-template.html",1,4,3,351,351
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\competency-metrics.html",1,2,1,90,90
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\evidence-naming-rule.html",8,26,4,225,204
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\qms-ops-map.html",1,4,3,312,312
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\trainee-workbook.html",2,15,6,717,725
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\trainer-guide.html",1,5,4,450,450
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\11-Glossary\dict-data.js",1,2344,2343,177024,177024
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\11-Glossary\index.html",1,3,2,345,345
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style-v9.css",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style.css",1,1,0,0,0
"C:\Users\TEST4\qms.hesem.com.vn\_build\qms.hesem.com.vn\assets\style_scoped.css",1,1,0,0,0
