"File","MarkerCount"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\08-WI-800\wi-801-cnc-poka-yoke-examples.html","11"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-05.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\15-C15\C15-L3.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\05-C05\C05-L2.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L4.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\03-C03\C03-L2.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\07-SOP-700\sop-703-product-safety-conformity-and-fod-prevention.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-804-human-factors-and-error-proofing.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\10-C10\C10-L4.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-104-data-governance-records-security-and-ip-protection.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\04-C04\C04-L4.html","10"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L2.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\15-C15\C15-L1.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\08-SOP-800\sop-803-invoicing-job-costing-and-arap.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L3.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\03-C03\C03-L4.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-safety-5s-hazards.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-503-tooling-maintenance-pm-and-breakdown-response.html","9"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\13-C13\C13-L1.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\17-C17\C17-L1.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\17-C17\C17-L3.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\05-SOP-500\sop-501-production-planning-scheduling-and-dispatch-control.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-811-incident-report.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-shipping-packet-coc.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-611-grr-study-form.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix-estimating.html","8"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-ncr-capa-response.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\09-WI-900\wi-901-performance-dashboard.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\competency-metrics.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","7"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-132-pfmea-lite-aiag-format.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-105-organizational-knowledge-management.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\06-SOP-600\sop-605-final-inspection-coc-and-shipment-release.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-daily-management-tier.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-027-kpi-cascade-dictionary.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-028-deputy-backup-matrix.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-901-internal-audit-checklist.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-809-skill-matrix-and-kpi.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-903-continual-improvement-and-kaizen.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\wi-711-cleanroom-entry-and-gowning.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","7"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\09-SOP-900\sop-902-management-review.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-807-skill-matrix.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-651-nonconformance-report.html","7"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-cam-release-changecontrol.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-801-training-plan.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-802-attendance-sheet.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-material-cert-specialprocess.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-804-competency-assessment.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-803-ojt-checklist.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-708-environmental-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-707-packaging-checklist.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\03-Matrices\training-matrix.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-202-customer-complaint-feedback-rma-and-escape.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-712-helium-leak-test-record.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-711-cleanliness-verification-form.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-709-clean-packaging-checklist.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-808-evaluation-template.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-902-layered-process-audit-checklist.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-07.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\01-QMS-Portal\site-map.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-812-lighting-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-821-invoice-request.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\09-FRM-900\frm-911-management-review-minutes.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-805-level-certification.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\01-Quality-Manual\qms-man-001-qms-manual.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\07-WI-700\","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\01-System-Guides\SYS-OPS-11.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\08-FRM-800\frm-806-certification-tracking-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\02-Training-Content\03-Practice-Drills\drill-setup-firstarticle-ir.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-703-wip-card.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-704-part-id-label.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-613-attribute-msa-and-cmm-qualification-record.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-652-capa-8d-report.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-612-bias-linearity-stability-study-form.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-602-gage-verification-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-601-calibration-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-705-location-label.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-706-shipping-label.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-642-final-inspection-and-coc-register.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-654-customer-satisfaction-survey.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-653-a3-pdca-report.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-643-safety-special-characteristics-register.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-701-receiving-and-iqc-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-621-aql-inspection-record.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\09-C09\C09-L4.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-641-final-inspection-report.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\06-FRM-600\frm-631-spc-and-capability-log.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\07-FRM-700\frm-702-shipping-checklist.html","6"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-System\ref-005-escalation-and-sla-matrix.html","5"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-108-operational-contingency-plan.html","5"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-101-document-and-data-control.html","5"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-09.html","5"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\08-JD-HR\jd-hr-manager.html","5"
"C:\Users\TEST4\qms.hesem.com.vn\01-QMS-Portal\book.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-107-communication-management.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-512-downtime-log.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18\C18-L4.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-production-handbook.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-finance-handbook.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\02-ANNEX-Standards\ref-006-quality-culture-and-ethics-policy.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-epicor-handbook.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18\C18-L1.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\authority-matrix.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\01-Org-Chart\annex-org-001-org-chart-fullpage.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-103-risk-opportunity-fmea-and-control-plan.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\03-FRM-300\frm-304-semiconductor-part-classification.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\03-System-Operations\02-Training-Ops\TRN-OPS-08.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-job-001-org-raci-matrix.html","4"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-512-3-axis-vertical-milling-guide.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\17-C17\C17-L2.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-122-interested-parties-register.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-123-interested-party-requirements-register.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\15-C15\C15-L2.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-shift-leader.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\09-JD-EHS\jd-ehs-specialist.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18\C18-L2.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\annex-qms-025-authority-matrix.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-516-machine-operation-quick-card.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-ehs-handbook.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-301-engineering-dfm-quoting-and-machining-planning.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-ap-ar-and-payments-accountant.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-hr-handbook.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\04-Templates-Tools\qms-ops-map.html","3"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\01-ANNEX-System\ref-002-iso-9001-clause-to-sop-matrix.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-015-go-live-runbook.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-operator.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-it-handbook.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-402-material-verification-traceability-and-counterfeit-prevention.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-supply-chain-handbook.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-514-cnc-turning-guide.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\02-ANNEX-Standards\ref-009-iso-writing-framework.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\10-Training-Academy\01-Competency-System\02-Levels\18-C18\C18-L3.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\11-Glossary\index.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\02-SOP-200\sop-203-customer-property-control.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\07-JD-Finance\jd-finance-manager.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\01-SOP-100\sop-106-change-and-configuration-management.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\04-RACI-Authority\raci-master-matrix.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\04-SOP-400\sop-401-supplier-control-and-special-process.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\01-SOPs\03-SOP-300\sop-302-first-article-inspection-fai.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-setup-technician.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-001-quality-policy.html","2"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-511-machine-type-quick-reference.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\02-ANNEX-Standards\ref-008-semi-and-csr-matrix.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\wi-515-mill-turn-guide.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-503-wip-aging-report.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\04-FRM-400\frm-413-hold-and-disposition-log.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\02-ANNEX-Standards\ref-007-climate-change-assessment.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\02-Policies-Objectives\pol-qms-002-quality-objectives.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","1"
"C:\Users\TEST4\qms.hesem.com.vn\01-QMS-Portal\index.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-process-engineer.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-supply-chain-manager.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\03-JD-Engineering\jd-engineering-lead-manager.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-technician.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-maintenance-technician.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\05-JD-Supply-Chain\jd-tool-crib-tool-storekeeper.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\04-FRM-400\frm-408-flowdown-requirements-checklist.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\05-FRM-500\frm-514-smed-changeover-sheet.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\02-Work-Instructions\05-WI-500\","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\06-JD-Sales\jd-estimator.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\02-FRM-200\frm-207-operational-risk-management-worksheet.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-quality-handbook.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-sales-and-customer-service-handbook.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\02-Department-Handbooks\dept-engineering-handbook.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-011-power-automate-flows.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-012-power-bi-deployment.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\03-Tai-Lieu-Van-Hanh\03-Reference\03-ANNEX-Digital\ref-014-power-platform-governance.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\04-Bieu-Mau\01-FRM-100\frm-121-context-analysis-swot-pestle.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-deburr-team-lead.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\02-JD-Production\jd-cnc-workshop-manager.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-chief-executive-officer.html","1"
"C:\Users\TEST4\qms.hesem.com.vn\02-Tai-Lieu-He-Thong\03-Organization\03-Job-Descriptions\01-JD-Executive\jd-production-director.html","1"
